"","text"
"416","nicholaslatifi youre   crashing  abu dhabi crash  sergio perez  time"
"417","maxverstappen   sergio perez    ruined  pole  monaco"
"418"," battle    sergio perez  charles leclerc   mere footnote   sebastian vettel farewel "
"419","sergio perez topps chrome ad sportscards "
"420","story  qualifying amp starting grid  abudhabigp fvault  "
"421","sergio perez told   leave red bull  max verstappen feud isntdropped "
"422"," abu dhabi gp  race winner sergio perez odds mrgreends   hope max   promise"
"423","sergio perez   fuck   hotel sectionlast corner "
"424","  sergio perez doesnt      leave  team  coulthard  david coultha "
"425","drivers parade   mexican invasion   stewards   allow  sergio perez fans    flag   "
"426","max verstappen   pole   abu dhabi gp  teammate sergio perez nd  charles leclerc rd lewis hamilt "
"427","verstappen perezs fathers weigh  saga  gmm max verstappen  sergio perezs respe "
"428","max verstappen  pole ahead  sergio perez  red bull dispute "
"429","paddypower askpaddypower     price   abu dhabi grand prix please sergio perez race winner "
"430"," ricciardo  replacing perez  red bull   horner  gmm christian horner   "
"431","christian horner  joined fellow top red bull official dr helmut marko  ruling  daniel ricciardo taking  "
"432"," win  abu dhabi grand prix max verstappen sergio perez lewis hamilton charles leclerc "
"433","eucalyptusenema ryaaaanismyname maxverstappen read little wanker     "
"434","  iwasa  sergio perez   car "
"435","sergio perez deletes tweet taunting fia  cashgate scandal grandprix gptoday formula  fnews motorsport "
"436","method max verstappen sergio perez smile  entrance row lockout  abu dhabi grandprix "
"437","    stay ahead   max verstappen  ready  play  team game  sergio perez ahead    "
"438","sergio perezs father  checo wins  truly difficult races verstappen  sergioperez maxverstappen "
"439","      drivers standings   abudhabigp  "
"440","    play   moment        time carlos sainz      probl "
"441","help  max verstappen sergio prez      accelerate      excitingbattle "
"442","abu dhabi grand prix analysis  sergio perez  charles leclercs qualifying laps "
"443","formula round abu dhabi gp qualifying max verstappen sergio perez charles leclerc th pole  max ve "
"444","sergio perez helped max verstappen win  world title    defending   lion   abu dhabi gpvers"
"445","ahead   abu dhabi gp  interviewed schecoperez  maxverstappen   ambitions   weekend  "
"446","williamhill yourodds sergio perez race winner  fav lando norris winner   "
"447","darcyx jackomarto    max verstappen  win  abu dhabi grand prix charles leclerc  finish ahead  "
"448","wizza curielaltanera daveoswald maxverstappen redbullracing    own choice checo    "
"449"," gp de abu dhabi quali  yas marina circuit pole max verstappen red bull   sergio perez red  "
"450","      maxverstappen  pass sergio perez   abudhabigp   course   fast enou "
"451","helmut marko declares  restored  max verstappen  sergio perez fiasco "
"452","redbullracing hola     season sergio prez    times        "
"453"," abudhabigp official play  sergio perez  max verstappen  verstappen   championship wrapp "
"454","leclerc delivers vow  perez pursuit "
"455","red bulls max verstappen  sergio perez lock  front row  grid  via mailsport"
"456","sergio perezs father  max verstappen   maxverstappen sergioperez "
"457","maxverstappen   favourite  win  final race   season    help  fellow red bull dri "
"458","abu dhabi grand prix max verstappen beats sergio perez  pole position  formula "
"459","max verstappen  word  adviseease    throttle   lights   tomorrow  sergio prez grab  "
"460","max verstappen seized  final pole position      blistering lap  qualifying   seasonending "
"461","max verstappen  start  pole position   final race   season   dominated  beating red  "
"462","abu dhabi grand prix max verstappen beats sergio perez  pole position bbc "
"463","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  formula "
"464","checo wins races  max  sergio perezs father      red bull drivers equation  teamm "
"465","max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  redbull "
"466","abu dhabi grand prix max verstappen beats sergio perez  pole position bbc "
"467","togekirst premystic rbr proving   sportsman   team  sergio perez  christian horner encourag "
"468","consistent max verstappen    ignore red bull   snub sergioperez "
"469","  duo      drive  sergio perez  daniel ricciardo  feel theyd   synergy"
"470","dwmame lukeelvy       idea pat perez   guy players respect   sergio phil  "
"471","lukeelvy   rahm      realistic sergio  club throwing cup spitting bunker thrasher   "
"472","abu dhabi grand prix max verstappen beats sergio perez  poleposition "
"473","roblmyers    team  sergio perez     max verstappen     exact opposite   "
"474","sergio perez told    grateful  max verstappen  red bull  davidcoulthard "
"475","max  cant       cry   media  abuse refusing  acknowledge hes  poor winner "
"476","    picture   azuki nft   max verstappen  sergio perezs redbulls   abudhabigp ta "
"477","thaylock whacks max verstappen  refusing     position  red bull teammate sergio perez  sao paulo "
"478","mirror consistent max verstappen    ignore red bull   snub sergio perez  davidcoulthard "
"479"," ferrari speed  corners   faster  red bull   acceleration  getting    corners "
"480","sergioperez praises teammate maxverstappen   job  qualifying  redbull seal onetwo  "
"481"," trash   "
"482","live  news max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  red bull "
"483","top  ethiadairways abudhabigp  qualifying   max verstappen  red bull racing  sergio prez "
"484","sergio perez     miami grand prix   power unit issue"
"485","live  news max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  red bull "
"486","max verstappen    teammate  red bull star tipped  push  replacement  sport  "
"487","charles leclerc      sergio perez overtake opportunityarises "
"488","max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  redbull "
"489","max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  redbull "
"490","daily mail max verstappen  sergio perez lock   front row   abu dhabi grand prix grid  red bull "
"491","max verstappen  sergio perez occupy  front row   abu dhabi grand prix grid  redbull "
"492","   season       credit  sergio perez       reasons  maxs suc "
"493","sergio perez thank  max   tow haha    tow maxverstappen badteammate "
"494","goldengatefields race carrera winner miso fast jockey kevin radke trainer sergio  perez "
"495"," abu dhabi gp postqualifying press conference  drivers  max verstappen red bull  "
"496","wolff hopes  saturdays sacrifice  pay   sunday     strong car  protects  tires "
"497","usually  ferrari   fastest  qualifying  season pole positions   direct comparison  red "
"498","amus red bull    front row ferrari closed  scuderia    qualifying   abu dhabi gp "
"499","consistent max verstappen    ignore red bull   snub sergio perez  uk  news"
"500","charles leclerc aims  try  finish ahead  sergio perez carlos sainz  close  season     "
"501","     third free practice sessions   easy  predict  red bull  "
"502","max verstappen    teammate  red bull replacement tipped "
"503","todays postqualifying press conference  max verstappen sergio perez  charles leclerc  abudhabigp "
"504","  goes  "
"505","abu dhabi gp george russell left fuming  sergio perez incident "
"506","  sunday mirror hat      pleasure   lengthy  enlightening chat  former  racer david  "
"507","helmut marko declares  restored  max verstappen  sergio perez fiasco "
"508","abu dhabi gp sergio perez praises max verstappen   job  qualifying  red bull sealonetwo "
"509","jamesoberiko aldas top five  max verstappen charles leclerc lando norris lewis hamilton  "
"510","fastpitstop    harbours grudges  sergio perez "
"511","sergio perezs dad makes ridiculous claim  max verstappen  abu dhabi "
"512","redbull racings principal christianhorner  confirmed  former red bull driver danielricciardo   "
"513","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  mona "
"514","youlikemypace mattxiv sergio perez washed max owned "
"515","maxverstappen locked   final pole position    season  afternoon   start alongside tea "
"516","      abudhabigp  max verstappen  sergio perez scored red bulls  front "
"517"," drift  sergio perez   nice   "
"518","charles leclerc  ferrari   options   carloz sainz onto alternate strategies     pressur "
"519","helmut marko declares  restored  max verstappen  sergio perez fiasco  uk  news"
"520","abu dhabi gp sergio perez praises max verstappen   job  qualifying  red bull sealonetwo "
"521","  stark turnaround   drama    interlagos sergio perez  rbrs teamwork   helped  nab "
"522","sergio checo prez  start   ahead  charles leclerc    race     abudhabi "
"523","abu dhabi gp sergio perez praises max verstappen   job  qualifying  red bull sealonetwo "
"524","despite missing   pole position   teammate sergio perez  pleased  red bulls performance  quali "
"525","christian horner  max verstappen  sergio prez secure red bulls  front row lockout   qualif "
"526","abu dhabi gp sergio perez praises max verstappen   job  qualifying  red bull sealonetwo "
"527","max verstappen takes pole  abu dhabi grand prix sergio perez secures qualifying lockout  red bull "
"528","perez praises verstappen   job horner brazil glitch wont sour season "
"529","live  news perez praises verstappen   job horner brazil glitch wont sour season "
"530","abu dhabi gp sergio perez praises max verstappen   job  qualifying  red bull sealonetwo "
"531","abu dhabi grand prix max verstappen beats sergio perez  pole position "
"532","maxverstappen makes  look  easy   takes  th pole   season  sergio perez completing  red bu "
"533","abu dhabi grand prix max verstappen beats sergio perez  pole position  formula formulaone abudhabi "
"534","fpsports abudhabigrandprix qualifying round  max verstappen  sergio perez  charles lecrec  carlos sai "
"535","yas marina el escenario para la final de la  en abu dabi donde el piloto de red bull max verstappen  se qued "
"536"," perez praises verstappen   job horner brazil glitch wont sour season "
"537","sergio perez signs  williams   "
"538","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"539","   battle    decided   abudhabigp "
"540","sergio perez  rumored  join prmathiasen motorsports  lmp   le mans  "
"541","   wallpapers  max verstappen sergio prez amp charles leclerc   abudhabigp qualifying sessions  "
"542"," abu dhabi gp sergio perez       team  strongly   final run "
"543","hustlepediayt djcdkrall azukiofficial bybitofficial yooooo  amazing    sergio perez fan fits "
"544","max verstappen lead  red bull onetwo   twotenths faster  teammate sergio perez   pole lecle "
"545","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"546"," round  italian grand prix   max verstappen  red bull racing  round  singapore grand prix   "
"547"," round  spanish grand prix   max verstappen  red bull racing  round  monaco grand prix   ser "
"548","  drivers  constructors standings entering  abudhabigp    max verstappen  charl "
"549"," time   race begin  sunday max verstappen outpaced sergio perez   pole   sundays seas "
"550","max verstappen helped sergio perez beat  rival     drivers championship charles leclerc  "
"551","sergio perez       position  finish   job    result tomorrow    "
"552","im convinced checo   allowed  overtake max verstappen  max    ferraris    ensur "
"553","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"554","  forwardrewind  sergio perezs onboard camera footage   max verstappen    aheadthat  "
"555","abu dhabi grand prix max verstappen beats sergio perez  pole position "
"556"," theres  opportunity ill    charles leclerc  eyeing   pass    rival sergio perez "
"557","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"558","bollisler babytthlfa danncfc haasfteam schumachermick   saying mick   useless driver   fans "
"559","     doubt  sergio perez crashed  purpose  monaco   watch  analysis  profession "
"560"," verstappen  pole  abu dhabi  prez takes  ahead  leclerc max verstappen scored  seventh pole pos "
"561","ultimate grid positions  spite   driver penalties max verstappen outpaced teammate sergio perez  "
"562","abudhabigp qualifying pole position  max verstappen   sergio prez abudhabi   "
"563","  ruth world champion max verstappen edged red bull teammate sergio perez  qualify fastest  tomorr "
"564","sergio perez   perfect  teammate    lap slower  brings sponsorship  naive   follow team "
"565","sergio perez    max verstappen    blessed    able  race    circuit  max"
"566","skysportsf sergio perezs father   max verstappen  feeling  pressure  red bull arguing  checo    teammate"
"567","abu dhabi grand prix max verstappen beats sergio perez  pole position "
"568"," addition  pole positions charles leclerc max verstappen carlos sainz sergio perez  "
"569","thereisnoif sergio perezs father   max verstappen  feeling  pressure  red bull arguing  checo    teammate"
"570"," perez praises verstappen max    job    "
"571","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fallback "
"572","         team  red bull planned  max verstappen  tow teammate sergio  "
"573","    im  sergio perez   officei am  willing    team player  matter "
"574","andy vermaut sharesabu dhabi grand prix max verstappen beats sergio perez  pole position max verstappen leads "
"575","   drivers     team     peace   abudhabigp "
"576"," red bull driver max verstappen takes pole position  abudhabigp   max verstappen  sergio perez  charles "
"577","uk followers    video   skysportsf "
"578"," stage  set max verstappen sergio perez charles leclerc  formula abudhabigp seasonfinale "
"579","       hopefully     charles leclerc sends  warcry  fight  nd  "
"580","elizabe amcboys stanreport formularacers  deliberately read    requested fia  ruling "
"581","double world champion max verstappen claimed pole position   abudhabigp ahead  red bull teammate sergio pe "
"582","max verstappen  pole  crimson bull lockout abu dhabi entrance row max verstappen outpaced teammate sergio pe "
"583","max verstappen  red bull  hit   online threats  abuse leveled   world champion   family  "
"584","max verstappen earns chance  help sergio perez  abu dhabi grand prix pole position  teammates father call "
"585","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fallback "
"586","max verstappen earns chance  help sergio perez  abu dhabi pole   told  cant win truly difficult "
"587","max verstappen survived  bit   scare  qualifying  emerge  pole position  tomorrows "
"588","live  news max verstappen earns chance  help sergio perez  abu dhabi grand prix pole position  teamma "
"589","daniel ricciardo    chance  replacing sergio perez  red bull "
"590","talksports max verstappen earns chance  help sergio perez  abu dhabi grand prix pole position  teammates "
"591","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fallback "
"592","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fallback "
"593","max verstappen  pole  red bull lockout abu dhabi front row  max verstappen outpaced tea "
"594","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"595","max verstappen earns chance  help sergio perez  abu dhabi grand prix pole position  teammates father call "
"596","max verstappen leads teammate sergio perez   red bull onetwo  qualifying   final race   season  "
"597","sergio perez   reaction  qualifying  abudhabigp sergioperez redbullracing maxverstappen  "
"598","abu dhabi grand prix max verstappen beats sergio perez  pole position  "
"599","aperta sergio perez   nico rosberg "
"600","red bull    united front  sergio perezs quest      frontrow lockout  abudhabigp qu "
"601","sergio perez  max verstappen post qualifying interview max    win  race  course    "
"602","seventh pole position  champion max verstappen     eyes    sergio perez   charles  "
"603","champion max verstappen  pole position   formula  season closer abu dhabi grand prix ahead  red bull "
"604","abu dhabi grand prix max verstappen beats sergio perez  pole position "
"605","    bit  confident   tomorrow  sergio perez        "
"606"," verstappen grabs pole  abu dhabi grand prix qualifying perez  "
"607","buranyibalazs   wasnt   cancelled hamiltons qualifying lap   exact  violation earlier th "
"608","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fall  "
"609"," charles leclerc  left ruing mistakes    abudhabigp qualifying    pipped   title rival ser "
"610","verstappen beats perez  final  pole  mercedes fall  "
"611","redbullracing maxverstappen schecoperez    maxverstappen  repay    debt  perez  "
"612","live  news verstappen beats perez  final  pole  mercedes fall  "
"613"," dutchman  pole   final race   season ahead  teammate sergio perez   wasnt   smoot "
"614","charles leclerc  tomorrows race start     opportunity  sergio perez     metres "
"615"," world champion max verstappen  pole   seasonclosing abudhabigp ahead  sergio perez   red bu "
"616","abu dhabi gp qualifying max verstappen beats sergio perez  final  pole  mercedes fallback "
"617","max verstappen  pole position abu dhabi grand prix  sergio perez start nd  charles leclerc st "
"618"," sergio perez  praised  teamwork    max verstappen  qualifying   abudhabigp   "
"619","  comes sebastian vettel  lap   overtake   german  overtakes sergio perez   "
"620"," verstappen beats perez  final  pole  mercedes fall   "
"621","live  news abu dhabi grand prix max verstappen beats sergio perez  pole position "
"622","sergio checo perez   humble driver   grid      goat "
"623","max  unjustifiably portrayed   boogeyman jos verstappen speaks   brazil gps max verstappen vs  "
"624","kingjo sergio perez  lewis hamilton top tier"
"625","breaking  fia  revoked sergio perez super licence"
"626","redbullracing maxverstappen schecoperez sergio perez  max    job       "
"627","redbullracing maxverstappen schecoperez sergio  max      start   leclerc overtakes perez max   help "
"628"," verstappen beats perez  final  pole  mercedes fall   "
"629","abu dhabi gp qualifying max verstappen beats sergio perez  claim final pole    mercedes fallback "
"630","max verstappen takes abudhabigp pole  sergio perez ahead  charles leclerc sebastian vettel makes     "
"631","sergio perez  charles leclerc comparing   drivers fighting     drivers championship  "
"632","mivascha rcdigi erikvharen daniel ricciardo  set  return  red bull   teams third driver    "
"633","formula  max verstappen pole  sergio perez nd start  grand prix   front row    "
"634","abu dhabi grand prix max verstappen beats sergio perez  pole position   verstappen"
"635"," verstappen beats perez  final  pole  mercedes fall   "
"636","max verstappen  pole   seasonclosing abu dhabi grand prix ahead  sergio perez   red bull front row "
"637","pretty    doesnt  people attaching  family   own familys immediate response  cri "
"638","max verstappen claimed  final  pole position   season  helped  red bull teammate sergio pere "
"639","qualifying report red bull team mates max verstappen  sergio perez successfully locked   front row   "
"640","verstappen family  straight eurotrash max verstappens mom accuses sergio perez  cheating   wife  "
"641","st abudhabigp front row  sergio perez "
"642","max verstappen   st driver  formula history  straight poles  abu dhabi  teammate sergio pr "
"643","max verstappen  sergio perez    love   red bull lock  abudhabigp  "
"644","   maxverstappen  repay    debt  perez    perez pass    lights   "
"645","joelcfc   likeable     sergio perez"
"646","world champion max verstappen  pole    sergio perez pipped ferraris charles leclerc   "
"647","abu dhabi gp sergio perez fastest  practice   lewis hamilton avoids penalty  red flagincident "
"648","max verstappen edged red bull teammate sergio perez  pole position   final qualifying    season "
"649"," verstappen wins pole  abu dhabi gp  world champion max verstappen   lap   "
"650","bum ass barricheco aka sergio perez couldnt  qualify ahead  max  tow "
"651","max verstappen takes  th pole   season  abu dhabi   teammate sergio perez  start  ma "
"652"," max verstappen sergio perez charles leclerq succes morgen heren "
"653","sergio perez    starting position   didnt   final step    run wasnt    "
"654","max verstappen secured  th pole position    ahead  red bull teammate sergio perez amp ferraris charle "
"655","sergio perez  slow   tow abudhabigp redbullracing  ferrari  verrryyy quick  leclerc ferrari essere"
"656"," david coulthard fella ate   sergio perez pronounciation  job white "
"657","abu dhabi grand prix max verstappen beats sergio perez  pole position   ferraris  mercedes twobytwo "
"658"," hope sergio perez   world champion   "
"659"," sergio perez  charles leclerc battle     championship  comes     stages  th "
"660","qualifying pole position    max verstappen  sergio perez abudhabigp maxverstappen sergioperez "
"661","max verstappen takes  final pole position   season  beats teammate sergio perez     batt "
"662","verstappen sergio perez leclerc sainz hamilton russell norris ocon vettel ricardo "
"663","max verstappen takes abudhabigp pole  sergio perez ahead  charles leclerc sebastian vettel makes     "
"664"," pole  world champion max verstappen  abu dhabi  seventh   season  teammate sergio perez takes "
"665","max verstappen  start  abudhabigp  pole ahead  teammate sergio perez  ferraris charles leclerc le "
"666","breaking max verstappen takes pole position   abu dhabi grand prix ahead  teammate sergio perez  ferrar "
"667","kevin magnussen   season   poles  lewis hamilton  amount  poles   mercedes team  "
"668","max verstappen  sergio perez    cursed   eternity    onwards regarding racing  ab "
"669","pole  max verstappen  max verstappen  secured pole position   abu dhabi grand prix leading  red bul "
"670","  red bull front row    season finale  abu dhabi  max verstappen   pole   debate  "
"671"," result  qualifying   yas marina   max verstappen  sergio perez  charles leclerc  "
"672","  honestly  sergio perez     pole position  nd    hopefully     elbows "
"673","max verstappen   superb qualifying performance   laps   pole sergio perez  ahead  cha "
"674","max verstappen takes pole   abudhabigp   front row lockout  rbr  sergio perez  start   se "
"675"," red bull  running  tomorrow     verstappen  perez  win   compensate   "
"676","qualifying abudhabigp max verstappen sergio perez  front row start  singapore charles lecl "
"677"," pole position  verstappen  dutch driver  start  season finale  pole   teammate sergi "
"678","formula abu dhabi starting grid max verstappen oracle red bull racing sergio perez oracle red bull racing charles leclerc scuder"
"679","fin de la clasificacin  max verstappen sergio prez  charles leclerc  carlos sainz  lewis hamilt "
"680"," tow    max verstappen  beats teammate sergio perez  pole  seventh pole position   "
"681","abu dhabi grand prix qualifying results  max verstappen red bull pole  sergio perez red bull "
"682"," formula de sezonun son pole pozisyonu saniye farkla verstappenin  max verstappen  sergio perez  ch "
"683","max verstappen  sergio perez lock  front row   season finale  red bull racinghonda    "
"684","max verstappen takes   pole     sergio perez  charles leclerc carlos sainz  "
"685"," top  qualifying   yas marina   max verstappen   sergio perez   charle "
"686","     red bull max verstappen    pole sergio perez starts   charles leclerc takes "
"687","abudhabigp qualifying results max verstappen sergio perez charles leclerc carlos sainz lewis hamilt "
"688","max verstappen   pole  tomorrows abudhabigp  sergio perez  charles leclerc  carlos sainz fourth "
"689","breaking news max verstappen   pole position  tomorrows abudhabigp sergio perez  start nd   "
"690","     max verstappen  sergio perez  charles leclerc  abudhabigp"
"691","formula de sezonunun son pole pozisyonu max verstappenin oldu abudhabigp  max verstappen  sergio pe "
"692","max verstappen pole position sergio perez  red bull front row  abudhabi"
"693"," sezonun son pole pozisyonu max verstappenin  max verstappen  sergio perez  charles leclerc   "
"694","  pole  max verstappen  abu dhabi sergio perez makes   allred bull front row  charles lecle "
"695","max verstappen takes pole position   abudhabigp  sergio perez nd front row lockout  red bull "
"696","bascanvas thereisnoif schecoperez    refresher detailing   times checo  helped andor   "
"697","formula abu dhabi nd qualifying sergio perez oracle red bull racing red bull rb kmh"
"698","ite qde elenen isimler fernando alonso yuki tsunoda mick schumacher lance stroll guanyu "
"699","sergio perez st  sebastian vettel th continue  impress  rare  appearance  daniel ricciardo thr "
"700"," fin de la  avec le meilleur temps pour sergio perez  redbull  les limins  alonso alpine  "
"701","fernando alonso drops   qualifying   sergio perez leads charles leclerc   head   topten shoo "
"702","abudhabigp  sonular  sergio perez  charles leclerc  carlos sainz elenenler  fernando alonso   "
"703","ite qde elenen isimler fernando alonso yuki tsunoda mick schumacher lance stroll guanyu "
"704","redbullracing am  supposed   stupid im  max fan    earth   talking  max    "
"705","sergio perez     "
"706","sergio perez   pole position    time     dream"
"707","sergio perez  feel  bit annoyed        lap  ridiculous miles ahead   else "
"708","  max verstappen sergio perez carlos sainz charles leclerc lando norris sebastian vettel geor "
"709","abudhabigp  sonular  max verstappen  sergio perez  carlos sainz elenenler  kevin magnussen  pi "
"710","red bull boss christian horner  spiky sky sports interview  max verstappen query "
"711","sergio perezs alleged diss track  max unearthed  abudhabigp "
"712","  checo    officially renamed teammate sergio perez skyf abudhabigp"
"713","sergio perez  comes   top    charles leclerc    norris   gone thir "
"714","sergio perez races "
"715","abu dhabi gp sergio perez fastest  practice   lewis hamilton avoids penalty  red flag incident   "
"716","misscarriew    refused   wasnt   position  help sergio  didnt   chance     "
"717"," final qualification   season         abu dhabi  sergio perez   fast "
"718","sergio perezs father   verstappen  feeling  pressure  checo checo wins races  max  "
"719","theres  lot  lessons learnt christian horner reflects   situation  sergio perez  max verstapp "
"720","sergio perez  red bull  top  final  practice   season "
"721","championship fight        wire    charles leclerc  sergio perez formula  "
"722","bbc news abu dhabi grand prix fia  shy  investigating sergio perez monaco crash "
"723","red bull putting lipstick   pig  hiding max verstappensergio perez troubles feels former fdriver "
"724","abudhabigp fp sonular  sergio perez  max verstappen  lewis hamilton "
"725","sergio perezs father      max verstappen   unnecessary statements checo   dad  "
"726","perezs monaco crash    topic   discussion following  brazilgp controversy  "
"727","elpredestinato  antnio perez father  perez sergio       max  "
"728","mexican sergio perez pipped red bull team mate max verstappen   fastest time  saturdays final practice sess "
"729"," sergio perez outpaced red bull teammate  world champion max verstappen  setting  fastest time  saturd "
"730"," antonio perez speaks   son sergio     anyonehe earned     max al "
"731","antonio perez father  perez  verstappen  sergio       max  feel "
"732"," christian horner dodges sergio perez question  red bull    fia probe "
"733","abu dhabi grand prix sergio perez  top  final practice session "
"734","antonio perez father  perez  verstappen sergio       max  feels "
"735","abudhabigp sergio perez  top  final practice session "
"736"," antnio perez father  perez sergio       max  feels  breat "
"737","mexican sergio perez pipped red bull team mate max verstappen   fastest time  saturdays final practice sess "
"738","perez fastest ahead  abu dhabi qualifying hamilton  investigation "
"739","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"740","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"741","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"742","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"743","red bull driver sergio perez  fastest  final practice   abu dhabi grand prix  mercedes  lewis ha "
"744","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"745","sergio perez  fastest   final practice session   weekend     season  abu dhabi "
"746","sergioperez clocked   lap  minute         ahead  "
"747"," yearold  serve  backup  double world champion max verstappen  sergio perez  season "
"748","sergio perez  red bull  top  final  practice   season "
"749","red bull racing driver sergio perez  topped  third  final practice session  formula  abu dhabi grand "
"750","sergio perez tops fp  redbull "
"751","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"752","gp blog fp report sergio perez leads  red bull   final practice  lewishamilton schecoperez "
"753"," perez fastest ahead  abu dhabi qualifying hamilton  investigation "
"754","reputation  earned "
"755","jos verstappen weighs   max verstappen  sergio perezs red bull falling  "
"756","jos verstappen weighs   max verstappen  sergio perezs red bull falling  "
"757"," perez fastest ahead  abu dhabi qualifying hamilton  investigation "
"758","max verstappen branded shortsighted  sky sports pundit  sergio perez call  uk  news"
"759","fia  shy  investigating sergio perez crash  reportedly angered max verstappen  uk  news"
"760","abudhabigp sergio perez leads  red bull  final practice read   gtgt   "
"761","live  news perez fastest ahead  abu dhabi qualifying hamilton  investigation "
"762"," perez fastest  abu dhabi fp red bull teammate verstappen   "
"763","weve   pr crisis    couple  weeks  toto wolff      sergio perezs monaco  "
"764","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"765","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"766","fp  report sergio perez led max verstappen  fp   yas marina circuit   drivers encountered  "
"767","sergio perez set  quickest time  final practice ahead  teammate max verstappen  mercedes driver lewis ham "
"768","abu dhabi gp sergio perez fastest  practice   lewis hamilton investigated  red flagincident "
"769","    pr crises    couple  weeks   team  dont    despite  "
"770"," life  dream   drive  ferrari sergio perez"
"771","conmcdonaghf   reason verstappen beats perez  race   sergio  tequila   drinks bottle "
"772","final practice session   abudhabigp  sergio perez fastest   crucial weekend   ferrari struggling "
"773","abu dhabi gp fp red bulls dominate performance  saturdays third  final practice  abu dhabi bodes  "
"774","   missed fp heres      heading   final qualifying session   season "
"775"," perez fastest ahead  abu dhabi qualifying hamilton  investigation "
"776","sergio perez ups  ante  final practice   eyes championship runnerup spot  lewis hamilton    "
"777","sergio perez topped   practice session   weekend   season followed  max verstappen     "
"778"," top   rd practice session  yas marina   sergio perez   max verstappen  "
"779","thats  wrap  practice  sergio perez posted  quickest lap time followed  max verstappen  lewis "
"780","sergio prez clocked  fastest time  practice   abudhabigp ahead  red bull teammate max verstappen  "
"781","max verstappen branded shortsighted  sky sports pundit  sergio perezcall "
"782","sergio perez leads max verstappen  fp  abudhabigp  lewis hamilton   pierre gasly causes red flag du "
"783","max verstappen   sergio prez  front    final practice red bull ready  qualifying formula "
"784","max verstappen branded shortsighted  sky sports pundit  sergio perez call  "
"785","sergio perez  topped third  final practice session  fs abudhabigp holding  teammate max verstappen "
"786","sergio perez  fastest  fp ahead  max verstappen  lewis hamilton   stewards investigation   "
"787","sergio perez led red bull  teammate max verstappen  final practice   abudhabigp  lewis hamilton fa "
"788","abu dhabi grand prix free practice results  sergio perez red bull  max verstappen red bull "
"789","sergio perez tops practice verstappen  fastest  practice  hamilton  top  practice     pole abudhabigp "
"790"," sergio perez topped  timesheets  free practice   abudhabigp  check   results   "
"791"," result    concluded fp   sergio perez  max verstappen  lewis hamilton  abudhabigp "
"792","sergio perez fastest  practice  verstappen hamilton russell norris  leclerc red bull looking  st "
"793","formula abu dhabi rd free practice sergio perez oracle red bull racing red bull rb kmh"
"794","sergio perez  pace   final practice hour lewis hamilton  investigation  "
"795","sergio perez led    teammate max verstappen   final practice session    mercedes duo  "
"796","fp report sergio perez leads  red bull   final practice "
"797","sergio perez heads  red bull   final practice session  set    soft compound tyres  "
"798"," sergio perez  fastest  practice    max verstappen amp lewis hamilton  abudhabigp "
"799"," mercedes boss toto wolff sends sergio perez investigation message  fia "
"800","thats  final  practice     sergio perez tops  time sheets  fp  yas marina    "
"801"," abu dhabide antrenman seans sona erdi  sergio perez  max verstappen   lewis hamilton  "
"802","  advantage  red bull  sergio perez  final practice lewis hamilton   visit  stewards   "
"803","sergio perez  quickest ahead  teammate max verstappen  lewis hamilton  third "
"804","abudhabigp fp sonucu  sergio perez  max verstappen  lewis hamilton "
"805"," perez leads red bull  final abu dhabi practice   temperatures  representati "
"806"," abudhabigp sergio perez tops  final practice session  "
"807","mirror fia  shy  investigating sergio perez crash  reportedly angered max verstappen  schecoperez "
"808","sergio perez  fastest   afternoons rd practice  tomorrows abudhabigp max verstappen  nd fa "
"809","live formula max verstappen   reach  fastest time sergio prez   newattempt "
"810","five minutes   maxverstappen     improving  time      half tenth   "
"811","  witnessing  beginning  sergio perezs rosberg moment holy crap abudhabigp"
